,id,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
2729,534T580b,Male,Not Premium,25.0,21.38,New,Sport,5,4,1,4,3,5,3,4,1,0,0,Not Satisfied
2730,220K581d,Female,Premium,40.0,69.03,New,Technology,3,3,5,1,3,3,2,3,5,0,0,Not Satisfied
2731,030I154m,Male,Premium,31.0,65.6,New,Home/Kitchen,2,2,4,3,5,5,3,4,4,0,0,Satisfied
2732,298G892c,Female,Premium,22.0,234.75,New,Technology,2,2,4,3,3,4,4,3,4,0,0,Not Satisfied
2733,801M121i,Female,Premium,32.0,54.83,New,Entertainment,0,1,3,3,1,1,3,4,3,0,0,Satisfied
2734,189X617z,Male,Premium,33.0,10.1,New,Technology,2,2,4,1,4,1,5,4,4,0,0,Satisfied
2735,878Z348y,Male,Premium,43.0,64.99,New,Sport,4,4,5,4,3,3,4,4,2,1,1,Not Satisfied
2736,067P386q,Male,Premium,48.0,269.59,New,Home/Kitchen,4,4,4,5,5,5,5,5,4,0,0,Satisfied
2737,087C674n,Male,Not Premium,,16.46,New,Technology,2,4,4,2,1,4,1,3,4,0,0,Not Satisfied
2738,618T828y,Male,Not Premium,32.0,18.21,New,Technology,4,4,1,4,4,4,5,4,1,0,0,Not Satisfied
2739,445T404w,Male,Premium,56.0,56.25,New,Entertainment,1,1,2,3,4,3,5,3,2,0,0,Satisfied
2740,361R587b,Male,Premium,60.0,20.47,New,Technology,1,1,2,3,3,3,4,3,3,0,0,Not Satisfied
2741,025D18i2,Female,Premium,44.0,39.68,New,Technology,5,5,4,2,1,2,1,2,4,0,0,Not Satisfied
2742,168D504h,Male,Premium,22.0,88.92,New,Home/Kitchen,1,1,2,4,2,2,4,1,2,0,0,Not Satisfied
2743,708H670j,Female,Premium,48.0,29.08,New,Entertainment,3,3,2,4,4,4,5,4,5,0,0,Satisfied
2744,654U860k,Male,Premium,49.0,317.96,New,Technology,2,2,2,5,5,5,3,5,5,1,1,Satisfied
2745,654Q530t,Male,Premium,50.0,332.56,New,Entertainment,3,3,3,4,4,4,3,4,5,1,1,Satisfied
2746,698N769b,Female,Not Premium,40.0,102.51,New,Home/Kitchen,2,1,4,4,2,2,3,4,4,0,0,Not Satisfied
2747,763D551s,Male,Not Premium,42.0,46.14,New,Technology,4,3,2,3,3,4,4,3,2,0,0,Not Satisfied
2748,315R508z,Male,Not Premium,22.0,78.38,New,Technology,3,4,4,4,5,4,5,4,4,0,0,Not Satisfied
2749,523B879r,Female,Premium,45.0,314.3,New,Technology,4,4,2,3,4,5,4,3,5,0,1,Satisfied
2750,712L397i,Female,Premium,33.0,170.03,New,Entertainment,5,5,4,5,3,4,2,5,4,0,0,Satisfied
2751,918C601o,Female,Premium,53.0,196.23,New,Home/Kitchen,2,2,4,4,4,4,5,4,4,0,0,Satisfied
2752,819M527d,Female,Premium,22.0,23.79,New,Entertainment,2,4,4,4,1,3,3,3,4,0,0,Not Satisfied
2753,373G711t,Female,Premium,51.0,316.52,New,Entertainment,1,1,4,4,4,4,4,4,3,0,1,Satisfied
2754,030J888f,Male,Premium,51.0,16.64,New,Technology,5,5,2,5,5,5,1,5,5,0,0,Satisfied
2755,907E902i,Male,Premium,53.0,52.93,New,Entertainment,1,2,4,4,3,4,1,4,4,0,0,Not Satisfied
2756,924A200m,Female,Premium,43.0,199.83,New,Technology,1,1,2,5,5,5,5,5,5,0,0,Satisfied
2757,580Q828k,Male,Premium,38.0,159.23,New,Home/Kitchen,2,2,3,3,3,3,5,3,4,0,0,Satisfied
2758,370V295w,Male,Premium,34.0,298.96,New,Technology,5,5,3,4,4,4,2,4,4,0,0,Satisfied
2759,979J416l,Male,Premium,51.0,165.97,New,Entertainment,4,5,5,5,4,5,5,5,5,0,0,Satisfied
2760,193D691s,Female,Premium,50.0,295.93,New,Technology,1,1,3,5,5,5,3,5,5,0,0,Satisfied
2761,258C144e,Female,Premium,49.0,20.25,New,Technology,5,1,3,5,2,1,3,1,3,0,0,Not Satisfied
2762,180K150y,Female,Premium,36.0,265.26,New,Home/Kitchen,5,5,1,4,4,4,1,4,3,0,0,Not Satisfied
2763,438O781t,Female,Not Premium,25.0,48.62,New,Entertainment,5,4,2,5,2,4,4,5,2,0,0,Not Satisfied
2764,187K857f,Female,Not Premium,38.0,20.26,New,Home/Kitchen,3,3,4,5,4,5,3,5,4,0,0,Satisfied
2765,038M151h,Female,Premium,37.0,20.8,New,Technology,3,3,2,3,5,3,1,4,2,0,0,Not Satisfied
2766,984A295p,Male,Premium,52.0,1.38,New,Technology,2,3,1,1,2,1,2,1,4,0,0,Not Satisfied
2767,042U162v,Male,Premium,30.0,8.3,New,Home/Kitchen,5,5,5,4,1,3,3,3,5,0,0,Satisfied
2768,825S817k,Male,Premium,35.0,121.81,New,Sport,4,4,3,5,5,5,4,5,5,0,0,Satisfied
2769,580V938d,Male,Premium,69.0,7.4,New,Entertainment,5,5,4,3,3,3,1,3,2,1,0,Not Satisfied
2770,167O136y,Male,Premium,26.0,83.73,New,Technology,2,3,2,1,4,2,2,3,2,0,0,Not Satisfied
2771,009M19g4,Male,Premium,31.0,308.99,New,Entertainment,5,5,5,4,4,5,5,4,5,0,0,Satisfied
2772,998S703w,Female,Premium,43.0,135.35,New,Technology,4,2,2,3,3,3,5,5,2,0,0,Satisfied
2773,713Z44h6,Male,Premium,51.0,222.48,New,Technology,1,1,2,4,4,4,4,4,5,0,0,Satisfied
2774,748A211t,Female,Premium,53.0,363.62,New,Entertainment,1,1,4,5,5,5,3,5,5,0,0,Satisfied
2775,132J870j,Female,Premium,53.0,189.63,New,Entertainment,2,2,2,4,2,4,3,3,2,1,1,Not Satisfied
2776,772E672n,Female,Premium,65.0,22.2,New,Entertainment,2,3,3,3,3,1,1,3,2,0,0,Not Satisfied
2777,606N925j,Female,Premium,54.0,1.38,New,Sport,1,3,4,4,4,4,4,4,4,0,0,Not Satisfied
2778,826T860c,Female,Premium,28.0,323.03,New,Technology,5,5,5,5,4,4,3,4,5,0,0,Satisfied
2779,653E971q,Male,Not Premium,26.0,87.91,New,Entertainment,4,3,2,3,2,5,4,4,2,0,0,Not Satisfied
2780,003V869z,Female,Premium,66.0,387.87,New,Sport,1,1,1,5,4,5,1,5,4,1,1,Satisfied
2781,620G872d,Female,Not Premium,22.0,94.99,New,Technology,5,1,5,3,2,5,3,5,5,0,0,Satisfied
2782,517G435u,Female,Not Premium,38.0,57.95,New,Entertainment,4,3,1,5,5,4,5,5,1,0,0,Satisfied
2783,982N819t,Male,Not Premium,26.0,115.72,New,Entertainment,0,3,5,4,4,5,4,5,5,0,0,Not Satisfied
2784,782K423k,Male,Premium,60.0,49.43,New,Technology,0,3,3,1,0,1,4,1,3,0,0,Satisfied
2785,301N92t6,Male,Premium,53.0,78.82,New,Sport,4,4,4,3,4,3,3,3,1,0,0,Satisfied
2786,839F709d,Male,Premium,55.0,288.45,New,Home/Kitchen,5,5,5,4,4,4,3,4,4,1,0,Not Satisfied
2787,108L885v,Female,Premium,70.0,68.53,New,Entertainment,5,4,2,5,3,4,3,5,2,0,0,Not Satisfied
2788,791N359k,Female,Premium,46.0,66.07,New,Technology,3,3,3,4,2,3,4,3,3,0,0,Not Satisfied
2789,334I596e,Female,Premium,25.0,22.6,New,Technology,4,2,4,5,5,4,5,4,4,0,0,Not Satisfied
2790,056R379r,Female,Premium,33.0,51.43,New,Home/Kitchen,5,3,5,4,3,4,3,4,5,0,0,Not Satisfied
2791,223G327i,Male,Premium,35.0,12.82,New,Technology,4,4,1,4,2,2,1,2,1,1,0,Not Satisfied
2792,744G404t,Female,Premium,25.0,30.7,New,Home/Kitchen,2,2,5,2,5,2,2,2,5,0,0,Not Satisfied
2793,021Q534v,Female,Premium,59.0,154.23,New,Entertainment,4,4,5,1,1,2,2,3,5,0,0,Not Satisfied
2794,407D516p,Male,Not Premium,22.0,96.83,Used,Technology,5,1,4,5,5,5,3,4,4,0,0,Satisfied
2795,043X849s,Male,Not Premium,27.0,200.46,New,Home/Kitchen,1,3,5,4,2,5,3,4,5,0,0,Not Satisfied
2796,041M180o,Female,Premium,,21.52,New,Other,4,4,2,4,4,4,4,5,2,0,0,Satisfied
2797,601U469p,Female,Premium,47.0,414.29,New,Home/Kitchen,2,2,3,5,5,5,1,5,3,0,0,Satisfied
2798,177H338r,Male,Premium,44.0,195.84,Used,Entertainment,1,1,5,4,4,4,3,4,4,0,0,Satisfied
2799,389E540o,Female,Premium,59.0,60.69,New,Technology,5,3,2,2,2,2,4,2,3,0,0,Not Satisfied
2800,634H626k,Female,Premium,66.0,43.33,New,Technology,3,4,2,1,2,3,4,4,2,0,0,Not Satisfied
2801,464U196s,Male,Premium,55.0,285.45,New,Technology,5,4,1,1,4,5,4,4,4,2,2,Not Satisfied
2802,560E82v9,Female,Premium,49.0,154.64,New,Technology,1,1,2,3,2,3,4,3,2,0,0,Not Satisfied
2803,587I17u9,Female,Premium,38.0,44.91,New,Home/Kitchen,3,3,2,4,4,3,2,3,2,1,1,Not Satisfied
2804,805Q674d,Female,Premium,31.0,53.51,New,Entertainment,4,1,3,3,5,5,5,4,3,0,0,Not Satisfied
2805,199G273c,Male,Premium,43.0,243.42,New,Entertainment,4,4,2,2,2,2,4,2,4,0,0,Satisfied
2806,312H691k,Male,Premium,45.0,356.44,New,Technology,2,4,5,5,5,5,3,5,4,0,0,Satisfied
2807,880M137x,Female,Premium,51.0,125.04,New,Home/Kitchen,4,1,5,5,5,5,4,5,5,0,0,Satisfied
2808,864S519k,Male,Premium,68.0,16.2,New,Home/Kitchen,5,3,2,1,3,1,4,1,4,0,0,Not Satisfied
2809,147A694z,Female,Not Premium,42.0,127.26,New,Home/Kitchen,3,5,5,3,4,5,3,4,5,0,0,Not Satisfied
2810,808D516d,Female,Premium,46.0,8.71,New,Technology,5,4,5,4,4,4,3,4,3,0,0,Satisfied
2811,052C134d,Male,Premium,34.0,349.95,New,Sport,1,1,2,5,5,5,4,5,5,0,0,Satisfied
2812,929M592g,Male,Premium,,22.12,New,Technology,2,2,5,4,1,2,1,2,5,1,1,Not Satisfied
2813,062V556t,Male,Premium,42.0,55.34,New,Home/Kitchen,4,2,1,5,3,5,3,5,1,0,0,Not Satisfied
2814,924W43a5,Female,Not Premium,43.0,199.64,New,Technology,3,4,2,3,4,4,5,5,2,0,0,Not Satisfied
2815,402D346c,Male,Premium,39.0,50.79,New,Entertainment,3,3,2,5,5,5,3,5,3,0,0,Satisfied
2816,667X995o,Female,Premium,56.0,27.22,New,Technology,3,1,1,5,4,1,1,4,1,0,0,Satisfied
2817,786K514i,Male,Premium,25.0,71.14,New,Technology,1,1,4,2,3,4,1,3,4,0,0,Not Satisfied
2818,506G794y,Female,Not Premium,29.0,123.01,New,Entertainment,5,4,4,4,5,4,4,4,4,0,0,Satisfied
2819,630V850q,Female,Premium,60.0,354.22,New,Entertainment,2,2,4,5,5,3,3,5,1,0,0,Satisfied
2820,466M167e,Female,Premium,45.0,94.19,New,Home/Kitchen,1,4,4,2,4,3,1,4,4,0,0,Not Satisfied
2821,842O584b,Male,Premium,34.0,55.15,New,Home/Kitchen,1,2,3,4,1,2,2,3,3,0,0,Not Satisfied
2822,986K5m17,Male,Premium,,66.56,New,Sport,4,4,4,2,2,4,1,4,4,0,0,Satisfied
2823,770X194i,Female,Premium,50.0,231.27,New,Sport,4,4,2,3,3,3,2,2,2,0,0,Not Satisfied
2824,024J382w,Male,Not Premium,21.0,62.96,New,Technology,0,3,2,5,2,5,3,5,2,0,0,Satisfied
2825,366B92v2,Female,Premium,62.0,50.85,New,Home/Kitchen,4,4,2,5,5,5,4,5,2,0,0,Not Satisfied
2826,710R174f,Female,Premium,,201.64,New,Entertainment,5,2,2,3,4,3,5,5,2,0,0,Not Satisfied
2827,278S779j,Female,Premium,42.0,75.59,Used,Entertainment,2,2,2,4,4,4,3,4,3,0,0,Satisfied
2828,943P206q,Female,Premium,42.0,328.68,New,Entertainment,5,5,5,5,5,5,5,5,3,0,0,Satisfied
2829,465H801f,Male,Premium,29.0,37.07,New,Technology,5,1,4,3,4,4,4,5,4,0,0,Not Satisfied
2830,020S393h,Female,Premium,64.0,273.88,New,Technology,3,3,2,1,1,3,2,3,2,0,0,Not Satisfied
2831,965W797z,Female,Premium,58.0,105.1,New,Technology,2,2,3,4,4,4,4,4,3,0,0,Satisfied
2832,077H436y,Female,Premium,53.0,52.25,New,Entertainment,5,3,1,4,2,4,4,4,1,0,0,Not Satisfied
2833,025V860g,Female,Premium,65.0,28.15,New,Technology,4,2,2,3,5,5,5,4,2,0,0,Not Satisfied
2834,246V639i,Male,Premium,50.0,49.03,New,Entertainment,4,4,3,5,5,5,4,5,2,0,0,Satisfied
2835,366O859e,Male,Premium,51.0,332.41,New,Technology,3,3,2,4,4,4,4,4,4,1,1,Satisfied
2836,031J246m,Female,Premium,58.0,64.11,New,Sport,0,3,2,4,3,5,4,4,2,0,0,Not Satisfied
2837,371Q985p,Female,Not Premium,25.0,121.75,New,Technology,1,4,4,2,3,3,2,4,4,1,1,Not Satisfied
2838,031R624q,Female,Premium,38.0,72.98,New,Technology,5,3,3,3,3,4,5,5,3,0,0,Not Satisfied
2839,262F996r,Male,Premium,,53.57,New,Home/Kitchen,3,3,1,2,5,3,2,4,1,0,0,Not Satisfied
2840,745G261c,Female,Premium,60.0,14.69,New,Entertainment,4,5,3,3,2,5,4,5,3,1,1,Not Satisfied
2841,795N958r,Female,Premium,41.0,338.14,New,Entertainment,4,4,3,4,4,4,3,4,4,0,0,Satisfied
2842,207W820d,Male,Premium,53.0,76.74,New,Entertainment,1,4,4,5,2,5,4,5,4,0,0,Not Satisfied
2843,278A952i,Male,Premium,51.0,50.88,New,Entertainment,3,3,5,4,4,4,3,4,4,0,0,Satisfied
2844,871S189d,Male,Premium,22.0,336.55,New,Entertainment,1,1,4,5,4,4,4,4,4,0,0,Satisfied
2845,923U890o,Female,Premium,29.0,68.16,New,Home/Kitchen,5,3,1,1,4,4,3,3,1,1,1,Not Satisfied
2846,228T800e,Male,Premium,18.0,16.6,New,Technology,4,3,3,3,3,4,4,5,3,0,0,Satisfied
2847,540H395n,Male,Premium,35.0,31.01,New,Sport,1,3,5,2,3,2,2,2,1,0,0,Not Satisfied
2848,236J793i,Male,Premium,56.0,61.45,New,Technology,3,5,5,1,2,4,2,1,3,0,0,Not Satisfied
2849,465A447i,Female,Premium,33.0,18.71,New,Home/Kitchen,4,4,5,5,5,4,3,5,5,0,0,Satisfied
2850,850S366s,Male,Premium,50.0,164.92,New,Home/Kitchen,4,4,2,4,4,4,3,4,5,0,0,Satisfied
2851,504E618f,Male,Not Premium,22.0,54.94,New,Sport,1,2,1,3,5,2,1,1,1,0,0,Not Satisfied
2852,456D202p,Female,Premium,46.0,6.64,New,Technology,1,1,3,5,5,5,2,5,3,0,0,Satisfied
2853,209D907c,Male,Premium,42.0,176.48,New,Entertainment,3,3,2,5,4,5,3,5,4,0,0,Satisfied
2854,635S271e,Female,Not Premium,20.0,164.54,New,Entertainment,1,2,4,4,4,3,4,4,4,0,0,Not Satisfied
2855,846Y973z,Male,Not Premium,24.0,9.83,New,Technology,0,1,4,3,5,4,3,4,4,0,0,Not Satisfied
2856,535E651t,Female,Premium,36.0,13.37,New,Technology,5,4,3,4,5,5,4,5,3,1,1,Not Satisfied
2857,261S912i,Female,Premium,48.0,251.6,Used,Technology,1,1,5,4,4,4,4,4,3,0,0,Satisfied
2858,828H597c,Male,Premium,,27.64,New,Entertainment,2,3,5,2,4,3,3,4,5,0,0,Satisfied
2859,004C494a,Male,Premium,43.0,119.12,New,Entertainment,1,1,4,4,4,4,4,4,4,0,0,Satisfied
2860,184I156t,Male,Premium,27.0,105.68,New,Technology,5,4,1,1,1,3,4,5,1,0,0,Not Satisfied
2861,657Z145r,Male,Premium,57.0,38.97,New,Technology,5,3,5,5,2,5,4,5,3,0,0,Not Satisfied
2862,648T253z,Female,Not Premium,25.0,43.88,New,Technology,0,2,3,3,5,4,3,5,3,1,1,Not Satisfied
2863,443B245d,Male,Not Premium,24.0,84.26,New,Entertainment,5,3,1,1,5,4,2,5,1,0,0,Not Satisfied
2864,200W181u,Female,Premium,43.0,373.99,New,Entertainment,1,1,2,5,5,5,5,5,1,0,0,Satisfied
2865,219L873f,Female,Not Premium,,105.53,New,Sport,2,4,1,3,1,3,2,3,1,1,1,Not Satisfied
2866,918D976s,Male,Not Premium,20.0,122.43,New,Entertainment,4,3,5,4,5,3,2,4,5,0,0,Not Satisfied
2867,061K6e65,Male,Premium,54.0,33.4,New,Entertainment,5,5,2,2,5,4,2,3,2,2,2,Not Satisfied
2868,215S761i,Male,Premium,35.0,38.33,New,Entertainment,1,1,3,3,1,3,4,4,3,0,0,Not Satisfied
2869,643R308p,Male,Premium,,100.62,New,Technology,3,2,1,2,1,3,1,2,1,0,0,Not Satisfied
2870,432L523q,Female,Not Premium,20.0,107.77,New,Home/Kitchen,3,3,5,4,5,4,4,3,5,0,0,Not Satisfied
2871,403N534k,Male,Premium,28.0,266.4,New,Technology,1,1,4,3,2,4,5,5,4,0,0,Satisfied
2872,757J732n,Male,Premium,63.0,66.15,New,Home/Kitchen,4,4,2,5,4,4,4,5,5,0,0,Not Satisfied
2873,627Q108e,Female,Premium,47.0,217.21,New,Technology,2,2,4,5,4,4,1,5,4,0,0,Satisfied
2874,644R177o,Female,Premium,31.0,216.76,New,Technology,4,2,4,3,5,5,4,5,4,0,0,Not Satisfied
2875,810G212i,Male,Premium,23.0,59.88,New,Entertainment,3,2,0,2,1,5,5,5,5,1,2,Satisfied
2876,191V527h,Female,Premium,28.0,61.94,New,Entertainment,3,4,4,3,5,3,5,1,4,0,0,Satisfied
2877,686M718s,Female,Premium,43.0,66.91,New,Home/Kitchen,2,2,1,2,4,2,1,3,1,0,0,Not Satisfied
2878,247A609f,Female,Premium,66.0,54.18,New,Technology,2,2,3,3,4,4,2,3,3,0,0,Not Satisfied
2879,504W210g,Female,Premium,47.0,292.28,Used,Home/Kitchen,2,2,3,2,2,2,2,2,4,0,0,Not Satisfied
2880,709O182c,Female,Premium,33.0,65.45,Used,Home/Kitchen,4,4,1,2,2,4,2,3,1,0,0,Not Satisfied
2881,079I578z,Female,Premium,35.0,13.17,New,Entertainment,2,3,4,4,3,4,3,4,4,0,0,Not Satisfied
2882,820X215a,Male,Premium,32.0,86.94,New,Entertainment,2,2,5,5,5,4,2,2,5,0,0,Satisfied
2883,469Q728p,Female,Not Premium,29.0,151.54,New,Technology,1,2,4,3,2,4,5,4,4,0,0,Satisfied
2884,517C871b,Female,Premium,32.0,390.97,New,Entertainment,5,5,4,2,4,2,4,5,4,0,0,Satisfied
2885,150V196p,Male,Premium,63.0,18.93,New,Home/Kitchen,2,2,2,4,4,4,3,4,4,0,0,Satisfied
2886,995T544o,Male,Premium,30.0,63.27,New,Sport,4,4,5,2,3,1,5,3,5,0,0,Satisfied
2887,523C104j,Male,Premium,58.0,31.41,New,Technology,3,4,3,3,3,3,1,3,2,0,0,Not Satisfied
2888,499W69u6,Female,Premium,31.0,89.76,New,Entertainment,4,4,4,5,5,5,5,4,4,0,0,Satisfied
2889,479Y637a,Male,Premium,43.0,369.69,New,Sport,5,5,4,5,5,5,3,5,3,0,0,Satisfied
2890,402I867w,Female,Premium,53.0,21.01,Used,Entertainment,3,3,4,4,4,4,5,4,5,0,0,Satisfied
2891,232K816p,Male,Premium,59.0,74.79,New,Sport,1,2,4,5,2,5,4,5,4,0,0,Not Satisfied
2892,425J837r,Female,Premium,35.0,17.14,New,Sport,5,5,2,5,5,5,2,5,5,0,0,Satisfied
2893,015V312m,Female,Not Premium,21.0,104.3,New,Technology,5,2,5,3,4,5,4,4,5,0,0,Satisfied
2894,571J747p,Female,Premium,,70.56,New,Sport,4,3,4,4,5,5,3,4,4,0,0,Not Satisfied
2895,799M913z,Female,Premium,28.0,63.99,New,Home/Kitchen,5,1,2,3,2,5,5,5,2,0,0,Not Satisfied
2896,564K131f,Male,Not Premium,24.0,36.87,New,Home/Kitchen,5,2,3,5,2,5,5,2,3,0,0,Not Satisfied
2897,326R572t,Female,Premium,64.0,71.47,New,Entertainment,1,3,3,3,3,3,3,3,3,0,0,Not Satisfied
2898,130E272k,Female,Premium,,54.62,New,Home/Kitchen,3,2,4,5,1,3,2,5,4,0,0,Not Satisfied
2899,159D467j,Female,Premium,52.0,93.12,New,Entertainment,4,4,5,1,2,2,4,4,5,0,0,Satisfied
2900,241E310x,Female,Premium,22.0,33.7,New,Technology,4,1,3,5,3,4,3,5,3,0,0,Not Satisfied
2901,847I924w,Female,Not Premium,,111.38,New,Sport,2,3,3,2,4,4,1,4,3,0,0,Not Satisfied
2902,480T192t,Female,Premium,44.0,339.94,New,Home/Kitchen,3,3,5,4,4,4,3,4,3,0,0,Satisfied
2903,728J572u,Female,Premium,52.0,311.33,New,Home/Kitchen,2,1,5,2,2,2,5,2,4,0,0,Satisfied
2904,970M435u,Female,Not Premium,26.0,79.65,New,Technology,3,4,4,5,5,5,3,5,4,0,1,Not Satisfied
2905,063I898n,Male,Premium,46.0,218.3,New,Entertainment,5,5,1,3,3,1,1,3,3,0,0,Not Satisfied
2906,654L586n,Female,Premium,41.0,322.12,New,Entertainment,4,4,5,4,4,4,2,4,4,0,0,Not Satisfied
2907,580B906m,Female,Not Premium,25.0,115.08,New,Technology,3,2,4,3,4,4,3,4,4,0,0,Satisfied
2908,354J125q,Female,Premium,53.0,68.84,New,Home/Kitchen,5,1,3,5,4,4,3,4,3,0,0,Satisfied
2909,974C46r2,Male,Premium,,283.07,New,Home/Kitchen,3,3,3,3,5,1,1,3,3,1,1,Satisfied
2910,633Q262m,Male,Not Premium,25.0,19.44,New,Home/Kitchen,5,3,2,5,1,2,4,2,2,0,0,Not Satisfied
2911,849G513f,Male,Premium,23.0,263.26,New,Technology,1,1,4,5,4,5,5,4,4,0,0,Satisfied
2912,072N143m,Female,Premium,34.0,24.61,New,Home/Kitchen,4,4,1,1,3,4,2,3,1,0,0,Not Satisfied
2913,625L54k7,Male,Premium,48.0,354.98,New,Home/Kitchen,3,3,1,4,3,3,1,3,1,1,1,Not Satisfied
2914,341W487n,Male,Premium,49.0,126.42,New,Home/Kitchen,2,2,5,5,5,5,5,5,3,0,0,Satisfied
2915,701G596d,Female,Premium,59.0,89.5,New,Other,4,4,2,4,2,4,1,3,2,0,0,Not Satisfied
2916,661G661u,Female,Premium,45.0,78.72,New,Home/Kitchen,5,4,3,5,5,4,5,5,3,0,0,Not Satisfied
2917,270K41d1,Male,Premium,56.0,34.38,New,Entertainment,4,1,4,1,5,1,3,1,4,0,0,Not Satisfied
2918,114A730u,Male,Premium,29.0,21.22,New,Sport,5,5,5,3,2,5,4,5,5,0,0,Satisfied
2919,240Y195q,Male,Premium,61.0,153.82,New,Technology,5,3,1,2,2,1,1,5,1,1,1,Not Satisfied
2920,488D54l1,Male,Premium,39.0,39.15,New,Entertainment,2,2,3,3,4,2,4,5,3,0,0,Satisfied
2921,492L779b,Female,Premium,22.0,44.6,New,Technology,4,1,1,3,2,4,3,5,1,0,0,Not Satisfied
2922,382Y16g2,Male,Premium,49.0,12.46,New,Technology,3,1,2,5,1,5,5,5,2,0,0,Not Satisfied
2923,324B871j,Male,Not Premium,21.0,169.55,New,Other,1,4,3,4,4,4,3,4,3,0,0,Not Satisfied
2924,868L472w,Male,Premium,36.0,65.3,New,Entertainment,5,1,1,5,3,4,5,4,1,0,0,Not Satisfied
2925,998I116z,Male,Premium,42.0,383.67,New,Technology,1,1,4,2,2,2,3,2,3,0,0,Not Satisfied
2926,211X626n,Female,Premium,33.0,91.05,New,Other,3,4,5,2,4,4,3,3,5,0,0,Not Satisfied
2927,129Z498y,Female,Premium,55.0,295.24,New,Entertainment,1,5,3,2,2,2,3,2,3,0,0,Satisfied
2928,683K807n,Male,Premium,36.0,268.75,New,Entertainment,1,1,4,5,5,5,1,5,3,0,0,Satisfied
2929,487Z43x9,Female,Premium,52.0,99.05,New,Entertainment,5,5,2,5,3,3,1,1,1,2,2,Not Satisfied
2930,412H466l,Male,Premium,30.0,165.94,New,Entertainment,1,1,5,5,2,5,3,4,5,0,0,Satisfied
2931,184O365z,Male,Premium,24.0,55.78,New,Home/Kitchen,1,1,3,3,2,3,4,4,3,0,0,Not Satisfied
2932,554H26w2,Male,Premium,59.0,149.9,Used,Home/Kitchen,5,5,3,2,2,4,4,2,1,0,0,Not Satisfied
2933,084D7t27,Male,Premium,34.0,114.71,New,Technology,4,1,4,5,2,5,3,5,4,0,0,Not Satisfied
2934,237A403m,Female,Premium,23.0,15.02,New,Technology,3,3,2,5,2,1,2,3,2,0,0,Not Satisfied
2935,600C898p,Male,Premium,32.0,45.55,New,Sport,1,1,4,5,5,5,5,4,4,0,0,Satisfied
2936,860J890h,Female,Premium,43.0,255.7,New,Sport,3,4,5,4,4,4,3,4,4,0,0,Satisfied
2937,996L718d,Male,Premium,40.0,278.12,New,Home/Kitchen,4,4,3,1,1,1,4,1,3,0,0,Not Satisfied
2938,189K652a,Male,Not Premium,23.0,45.72,Used,Entertainment,0,4,1,5,4,4,5,4,1,0,0,Satisfied
2939,876N319v,Male,Premium,41.0,51.65,New,Technology,1,1,2,4,4,4,5,4,4,0,1,Satisfied
2940,439K219h,Male,Premium,27.0,40.35,New,Home/Kitchen,5,1,5,5,5,4,3,5,5,0,0,Not Satisfied
2941,350F974z,Male,Premium,39.0,103.4,New,Technology,2,2,4,4,4,4,4,4,3,1,1,Satisfied
2942,755L109j,Male,Premium,28.0,70.69,New,Technology,3,3,5,4,5,5,4,4,5,0,0,Satisfied
2943,933U495j,Male,Not Premium,25.0,66.85,New,Sport,0,5,5,4,4,4,3,4,5,0,0,Satisfied
2944,836K471w,Female,Premium,,40.71,New,Technology,4,2,4,4,4,4,3,4,4,0,0,Not Satisfied
2945,742U426s,Male,Not Premium,20.0,32.25,New,Home/Kitchen,2,2,1,4,5,3,1,2,1,1,1,Not Satisfied
2946,189K795i,Female,Not Premium,22.0,41.24,New,Technology,5,5,4,5,3,4,3,4,4,0,0,Satisfied
2947,845T137l,Female,Premium,31.0,171.28,New,Technology,2,2,2,3,5,3,5,3,2,0,0,Satisfied
2948,925L231q,Male,Premium,55.0,103.82,New,Technology,3,5,1,4,3,5,5,4,1,0,0,Not Satisfied
2949,907H170t,Male,Premium,56.0,44.36,New,Other,4,4,2,5,5,5,5,5,3,0,0,Satisfied
2950,246C830g,Male,Premium,47.0,33.46,New,Technology,4,3,2,1,2,1,5,1,4,0,0,Not Satisfied
2951,561O792w,Male,Not Premium,,254.56,New,Entertainment,0,4,4,4,5,4,3,5,3,0,0,Satisfied
2952,864X292j,Male,Premium,60.0,91.19,New,Entertainment,1,1,3,5,5,5,3,5,4,0,0,Satisfied
2953,966Y773c,Female,Premium,37.0,133.5,New,Home/Kitchen,4,4,1,3,3,3,3,3,2,0,0,Not Satisfied
2954,641Q96w1,Male,Premium,,97.59,New,Home/Kitchen,4,4,5,5,4,4,3,4,5,1,1,Not Satisfied
2955,392X107c,Male,Premium,45.0,241.17,New,Technology,2,2,4,5,5,5,3,5,5,0,0,Satisfied
2956,561O462y,Female,Premium,19.0,66.47,New,Home/Kitchen,3,4,3,1,3,4,2,3,3,0,0,Not Satisfied
2957,209D990i,Female,Premium,40.0,22.7,Used,Sport,3,3,3,1,4,3,3,4,3,0,0,Not Satisfied
2958,976T497z,Female,Premium,,98.71,New,Entertainment,4,1,3,4,2,4,4,4,3,0,0,Not Satisfied
